"client_account_id","date","event_name","manager_id","manager_nickname"
68,"2022-04-26",first_touch,3.0,Joe Biden
69,"2022-04-09",first_touch,1.0,Justin Beiber
70,"2022-05-26",first_touch,1.0,Justin Beiber
71,"2021-10-20",first_touch,3.0,Joe Biden
72,"2021-10-15",first_touch,3.0,Joe Biden
73,"2021-06-21",first_touch,3.0,Joe Biden
74,"2021-12-01",first_touch,3.0,Joe Biden
75,"2022-02-06",first_touch,2.0,Kylie Jenner
76,"2022-03-11",first_touch,2.0,Kylie Jenner
77,"2022-04-12",first_touch,2.0,Kylie Jenner
78,"2021-11-10",first_touch,3.0,Joe Biden
79,"2022-05-13",first_touch,1.0,Justin Beiber
80,"2022-02-11",first_touch,2.0,Kylie Jenner
81,"2022-02-19",first_touch,3.0,Joe Biden
82,"2022-05-08",first_touch,1.0,Justin Beiber
83,"2021-11-18",first_touch,2.0,Kylie Jenner
84,"2022-05-15",first_touch,3.0,Joe Biden
85,"2021-10-13",first_touch,2.0,Kylie Jenner
86,"2021-12-17",first_touch,3.0,Joe Biden
86,"2022-05-24",deal,1.0,Justin Beiber
87,"2022-05-30",first_touch,1.0,Justin Beiber
87,"2022-05-23",deal,2.0,Kylie Jenner
88,"2022-06-03",first_touch,3.0,Joe Biden
89,"2022-04-10",first_touch,3.0,Joe Biden
90,"2022-02-19",first_touch,3.0,Joe Biden
91,"2021-12-07",first_touch,3.0,Joe Biden
92,"2022-03-10",first_touch,3.0,Joe Biden
93,"2022-04-17",first_touch,1.0,Justin Beiber
94,"2022-01-12",first_touch,1.0,Justin Beiber
95,"2021-09-14",first_touch,3.0,Joe Biden
96,"2021-10-20",first_touch,3.0,Joe Biden
97,"2021-12-26",first_touch,3.0,Joe Biden
98,"2022-04-25",first_touch,1.0,Justin Beiber
99,"2021-10-22",first_touch,3.0,Joe Biden
100,"2022-02-22",first_touch,2.0,Kylie Jenner
101,"2021-08-07",first_touch,3.0,Joe Biden
102,"2022-03-15",first_touch,2.0,Kylie Jenner
103,"2022-03-12",first_touch,2.0,Kylie Jenner
104,"2022-05-15",first_touch,1.0,Justin Beiber
105,"2022-01-17",first_touch,1.0,Justin Beiber
106,"2021-10-20",first_touch,2.0,Kylie Jenner
107,"2021-06-25",first_touch,3.0,Joe Biden
108,"2022-05-19",first_touch,2.0,Kylie Jenner
109,"2021-08-17",first_touch,3.0,Joe Biden
110,"2022-05-20",first_touch,2.0,Kylie Jenner
111,"2021-10-21",first_touch,3.0,Joe Biden
112,"2022-03-23",first_touch,1.0,Justin Beiber
113,"2021-07-16",first_touch,3.0,Joe Biden
114,"2022-02-25",first_touch,3.0,Joe Biden
115,"2022-05-08",first_touch,3.0,Joe Biden
116,"2021-09-29",first_touch,3.0,Joe Biden
117,"2022-02-17",first_touch,1.0,Justin Beiber
118,"2021-09-17",first_touch,2.0,Kylie Jenner
119,"2022-05-07",first_touch,3.0,Joe Biden
120,"2021-12-28",first_touch,3.0,Joe Biden
121,"2022-02-01",first_touch,2.0,Kylie Jenner
122,"2022-03-26",first_touch,3.0,Joe Biden
123,"2022-02-27",first_touch,1.0,Justin Beiber
124,"2022-04-28",first_touch,1.0,Justin Beiber
125,"2022-05-29",first_touch,3.0,Joe Biden
126,"2021-11-08",first_touch,2.0,Kylie Jenner
127,"2022-05-22",first_touch,1.0,Justin Beiber
127,"2021-08-30",deal,3.0,Joe Biden
128,"2021-09-14",first_touch,2.0,Kylie Jenner
129,"2021-09-14",first_touch,3.0,Joe Biden
130,"2022-01-27",first_touch,2.0,Kylie Jenner
131,"2021-08-24",first_touch,3.0,Joe Biden
132,"2022-05-29",first_touch,1.0,Justin Beiber
133,"2022-05-04",first_touch,3.0,Joe Biden
134,"2022-04-09",first_touch,1.0,Justin Beiber
134,"2022-02-10",deal,3.0,Joe Biden
135,"2021-10-29",first_touch,3.0,Joe Biden
135,"2022-04-08",deal,2.0,Kylie Jenner
136,"2022-03-09",first_touch,1.0,Justin Beiber
136,"2022-04-29",deal,1.0,Justin Beiber
137,"2022-04-30",first_touch,3.0,Joe Biden
138,"2021-08-07",first_touch,3.0,Joe Biden
138,"2022-04-14",deal,1.0,Justin Beiber
139,"2022-05-14",first_touch,2.0,Kylie Jenner
140,"2021-12-07",first_touch,3.0,Joe Biden
141,"2021-07-26",first_touch,3.0,Joe Biden
142,"2022-03-08",first_touch,1.0,Justin Beiber
143,"2021-09-23",first_touch,2.0,Kylie Jenner
144,"2021-09-16",first_touch,2.0,Kylie Jenner
145,"2022-05-29",first_touch,1.0,Justin Beiber
145,"2022-02-22",deal,3.0,Joe Biden
146,"2022-03-13",first_touch,1.0,Justin Beiber
147,"2021-09-16",first_touch,2.0,Kylie Jenner
148,"2022-02-09",first_touch,1.0,Justin Beiber
149,"2021-06-12",first_touch,3.0,Joe Biden
150,"2021-05-27",first_touch,3.0,Joe Biden
151,"2022-01-23",first_touch,2.0,Kylie Jenner
152,"2021-05-22",first_touch,3.0,Joe Biden
153,"2022-01-20",first_touch,3.0,Joe Biden
154,"2022-03-05",first_touch,2.0,Kylie Jenner
155,"2021-11-05",first_touch,2.0,Kylie Jenner
156,"2022-01-22",first_touch,2.0,Kylie Jenner
157,"2022-01-04",first_touch,2.0,Kylie Jenner
158,"2022-04-08",first_touch,1.0,Justin Beiber
159,"2021-11-15",first_touch,2.0,Kylie Jenner
160,"2021-06-16",first_touch,3.0,Joe Biden
161,"2022-03-18",first_touch,3.0,Joe Biden
162,"2021-06-16",first_touch,3.0,Joe Biden
163,"2022-06-01",first_touch,1.0,Justin Beiber
164,"2022-05-19",first_touch,1.0,Justin Beiber
165,"2022-02-21",first_touch,3.0,Joe Biden
166,"2022-04-15",first_touch,1.0,Justin Beiber
167,"2022-04-17",first_touch,1.0,Justin Beiber
168,"2022-04-28",first_touch,2.0,Kylie Jenner
169,"2021-12-12",first_touch,2.0,Kylie Jenner
170,"2022-05-12",first_touch,2.0,Kylie Jenner
171,"2022-03-29",first_touch,1.0,Justin Beiber
172,"2022-05-24",first_touch,2.0,Kylie Jenner
173,"2021-09-16",first_touch,3.0,Joe Biden
174,"2022-04-01",first_touch,1.0,Justin Beiber
175,"2021-10-18",first_touch,2.0,Kylie Jenner
176,"2021-08-31",first_touch,3.0,Joe Biden
176,"2021-09-04",deal,3.0,Joe Biden
177,"2021-12-10",first_touch,3.0,Joe Biden
178,"2021-09-22",first_touch,3.0,Joe Biden
179,"2022-01-01",first_touch,2.0,Kylie Jenner
180,"2022-01-15",first_touch,3.0,Joe Biden
181,"2021-10-16",first_touch,3.0,Joe Biden
182,"2022-03-15",first_touch,3.0,Joe Biden
183,"2021-10-01",first_touch,2.0,Kylie Jenner
184,"2022-04-29",first_touch,1.0,Justin Beiber
185,"2021-10-21",first_touch,2.0,Kylie Jenner
186,"2022-04-16",first_touch,1.0,Justin Beiber
187,"2022-02-12",first_touch,3.0,Joe Biden
188,"2021-08-11",first_touch,3.0,Joe Biden
189,"2021-07-05",first_touch,3.0,Joe Biden
190,"2021-08-07",first_touch,3.0,Joe Biden
191,"2021-11-22",first_touch,3.0,Joe Biden
192,"2021-08-08",first_touch,3.0,Joe Biden
192,"2022-04-11",deal,2.0,Kylie Jenner
193,"2022-03-31",first_touch,3.0,Joe Biden
194,"2021-09-17",first_touch,3.0,Joe Biden
195,"2021-09-27",first_touch,2.0,Kylie Jenner
196,"2021-12-07",first_touch,3.0,Joe Biden
197,"2022-04-25",first_touch,1.0,Justin Beiber
198,"2021-12-13",first_touch,3.0,Joe Biden
199,"2022-05-20",first_touch,2.0,Kylie Jenner
200,"2022-01-10",first_touch,2.0,Kylie Jenner
201,"2022-04-16",first_touch,2.0,Kylie Jenner
202,"2022-03-19",first_touch,2.0,Kylie Jenner
203,"2022-04-29",first_touch,2.0,Kylie Jenner
204,"2022-05-20",first_touch,3.0,Joe Biden
205,"2021-12-02",first_touch,2.0,Kylie Jenner
206,"2022-01-28",first_touch,1.0,Justin Beiber
207,"2021-11-03",first_touch,3.0,Joe Biden
208,"2022-01-12",first_touch,1.0,Justin Beiber
209,"2021-11-27",first_touch,2.0,Kylie Jenner
210,"2022-01-19",first_touch,3.0,Joe Biden
211,"2021-07-07",first_touch,3.0,Joe Biden
212,"2022-02-02",first_touch,1.0,Justin Beiber
213,"2022-01-12",first_touch,3.0,Joe Biden
214,"2021-07-20",first_touch,3.0,Joe Biden
215,"2022-01-07",first_touch,3.0,Joe Biden
216,"2022-05-18",first_touch,1.0,Justin Beiber
217,"2022-03-13",first_touch,1.0,Justin Beiber
218,"2022-02-10",first_touch,1.0,Justin Beiber
218,"2022-02-09",deal,3.0,Joe Biden
219,"2022-01-11",first_touch,1.0,Justin Beiber
220,"2022-03-04",first_touch,2.0,Kylie Jenner
220,"2022-04-14",deal,2.0,Kylie Jenner
221,"2022-04-25",first_touch,1.0,Justin Beiber
222,"2021-09-13",first_touch,2.0,Kylie Jenner
223,"2022-05-27",first_touch,2.0,Kylie Jenner
224,"2022-04-08",first_touch,2.0,Kylie Jenner
225,"2022-01-11",first_touch,2.0,Kylie Jenner
226,"2022-03-10",first_touch,2.0,Kylie Jenner
227,"2022-05-10",first_touch,2.0,Kylie Jenner
228,"2021-10-23",first_touch,2.0,Kylie Jenner
229,"2022-03-31",first_touch,1.0,Justin Beiber
230,"2022-01-25",first_touch,1.0,Justin Beiber
231,"2021-07-28",first_touch,3.0,Joe Biden
232,"2021-12-14",first_touch,3.0,Joe Biden
233,"2022-03-14",first_touch,2.0,Kylie Jenner
234,"2021-11-27",first_touch,3.0,Joe Biden
235,"2021-06-07",first_touch,3.0,Joe Biden
236,"2021-07-10",first_touch,3.0,Joe Biden
237,"2022-06-03",first_touch,2.0,Kylie Jenner
238,"2022-05-10",first_touch,2.0,Kylie Jenner
239,"2022-03-01",first_touch,2.0,Kylie Jenner
240,"2021-11-20",first_touch,2.0,Kylie Jenner
241,"2022-03-02",first_touch,1.0,Justin Beiber
242,"2021-12-19",first_touch,3.0,Joe Biden
243,"2022-04-04",first_touch,3.0,Joe Biden
244,"2021-11-27",first_touch,3.0,Joe Biden
245,"2022-05-10",first_touch,1.0,Justin Beiber
246,"2022-02-08",first_touch,2.0,Kylie Jenner
247,"2022-04-08",first_touch,2.0,Kylie Jenner
248,"2022-06-01",first_touch,1.0,Justin Beiber
249,"2021-12-06",first_touch,3.0,Joe Biden
250,"2022-01-03",first_touch,2.0,Kylie Jenner
251,"2021-07-06",first_touch,3.0,Joe Biden
252,"2022-04-27",first_touch,1.0,Justin Beiber
252,"2021-08-29",deal,3.0,Joe Biden
253,"2021-05-26",first_touch,3.0,Joe Biden
254,"2021-11-06",first_touch,3.0,Joe Biden
255,"2022-05-23",first_touch,2.0,Kylie Jenner
256,"2021-12-13",first_touch,2.0,Kylie Jenner
257,"2021-09-09",first_touch,3.0,Joe Biden
258,"2022-03-14",first_touch,1.0,Justin Beiber
259,"2022-05-15",first_touch,3.0,Joe Biden
259,"2022-03-09",deal,3.0,Joe Biden
260,"2022-03-29",first_touch,2.0,Kylie Jenner
261,"2021-11-15",first_touch,3.0,Joe Biden
262,"2022-05-31",first_touch,1.0,Justin Beiber
263,"2022-05-20",first_touch,2.0,Kylie Jenner
264,"2022-03-14",first_touch,1.0,Justin Beiber
265,"2022-04-19",first_touch,1.0,Justin Beiber
266,"2022-03-25",first_touch,2.0,Kylie Jenner
267,"2022-02-18",first_touch,2.0,Kylie Jenner
268,"2022-01-15",first_touch,3.0,Joe Biden
269,"2022-05-22",first_touch,1.0,Justin Beiber
270,"2022-04-20",first_touch,1.0,Justin Beiber
270,"2022-03-21",deal,3.0,Joe Biden
271,"2022-05-22",first_touch,3.0,Joe Biden
272,"2022-01-21",first_touch,1.0,Justin Beiber
273,"2022-01-30",first_touch,2.0,Kylie Jenner
274,"2022-05-02",first_touch,1.0,Justin Beiber
275,"2021-10-05",first_touch,2.0,Kylie Jenner
276,"2021-06-22",first_touch,3.0,Joe Biden
277,"2022-04-05",first_touch,1.0,Justin Beiber
278,"2021-10-26",first_touch,2.0,Kylie Jenner
279,"2021-10-17",first_touch,2.0,Kylie Jenner
280,"2022-04-17",first_touch,3.0,Joe Biden
281,"2022-04-05",first_touch,1.0,Justin Beiber
282,"2022-01-14",first_touch,1.0,Justin Beiber
283,"2021-11-23",first_touch,2.0,Kylie Jenner
283,"2022-05-25",deal,1.0,Justin Beiber
284,"2021-08-25",first_touch,3.0,Joe Biden
285,"2022-03-29",first_touch,1.0,Justin Beiber
286,"2022-02-06",first_touch,3.0,Joe Biden
287,"2021-12-24",first_touch,2.0,Kylie Jenner
288,"2021-10-13",first_touch,2.0,Kylie Jenner
289,"2022-04-01",first_touch,1.0,Justin Beiber
290,"2022-05-13",first_touch,2.0,Kylie Jenner
291,"2021-07-17",first_touch,3.0,Joe Biden
292,"2021-11-24",first_touch,3.0,Joe Biden
293,"2021-11-12",first_touch,2.0,Kylie Jenner
294,"2022-02-15",first_touch,2.0,Kylie Jenner
295,"2022-01-02",first_touch,2.0,Kylie Jenner
296,"2021-12-31",first_touch,3.0,Joe Biden
297,"2021-07-13",first_touch,3.0,Joe Biden
298,"2021-06-22",first_touch,3.0,Joe Biden
299,"2021-07-07",first_touch,3.0,Joe Biden
300,"2022-05-18",first_touch,2.0,Kylie Jenner
301,"2021-07-11",first_touch,3.0,Joe Biden
302,"2022-05-03",first_touch,1.0,Justin Beiber
303,"2021-06-16",first_touch,3.0,Joe Biden
304,"2022-01-22",first_touch,2.0,Kylie Jenner
305,"2021-08-23",first_touch,3.0,Joe Biden
306,"2022-02-17",first_touch,1.0,Justin Beiber
307,"2022-02-09",first_touch,3.0,Joe Biden
308,"2021-06-23",first_touch,3.0,Joe Biden
309,"2022-04-04",first_touch,2.0,Kylie Jenner
310,"2021-12-28",first_touch,2.0,Kylie Jenner
311,"2022-01-20",first_touch,1.0,Justin Beiber
312,"2021-09-23",first_touch,2.0,Kylie Jenner
313,"2021-07-11",first_touch,3.0,Joe Biden
314,"2022-03-26",first_touch,3.0,Joe Biden
315,"2022-03-18",first_touch,1.0,Justin Beiber
315,"2022-04-11",deal,1.0,Justin Beiber
316,"2021-09-14",first_touch,2.0,Kylie Jenner
317,"2022-05-17",first_touch,3.0,Joe Biden
318,"2021-11-05",first_touch,3.0,Joe Biden
319,"2022-04-30",first_touch,3.0,Joe Biden
320,"2021-09-19",first_touch,3.0,Joe Biden
321,"2022-04-13",first_touch,3.0,Joe Biden
322,"2022-01-13",first_touch,3.0,Joe Biden
323,"2022-02-03",first_touch,3.0,Joe Biden
324,"2022-01-30",first_touch,3.0,Joe Biden
325,"2022-04-26",first_touch,2.0,Kylie Jenner
326,"2021-11-12",first_touch,2.0,Kylie Jenner
326,"2021-12-26",deal,3.0,Joe Biden
327,"2021-09-14",first_touch,2.0,Kylie Jenner
328,"2022-05-24",first_touch,2.0,Kylie Jenner
329,"2022-03-06",first_touch,2.0,Kylie Jenner
330,"2021-07-11",first_touch,3.0,Joe Biden
330,"2021-10-29",deal,3.0,Joe Biden
331,"2022-03-12",first_touch,2.0,Kylie Jenner
332,"2022-05-07",first_touch,2.0,Kylie Jenner
333,"2022-02-21",first_touch,1.0,Justin Beiber
334,"2022-04-11",first_touch,2.0,Kylie Jenner
335,"2022-05-03",first_touch,1.0,Justin Beiber
336,"2022-02-22",first_touch,1.0,Justin Beiber
337,"2022-03-17",first_touch,1.0,Justin Beiber
338,"2022-05-14",first_touch,3.0,Joe Biden
339,"2022-03-30",first_touch,2.0,Kylie Jenner
340,"2021-11-27",first_touch,3.0,Joe Biden
341,"2021-10-26",first_touch,2.0,Kylie Jenner
342,"2022-04-10",first_touch,3.0,Joe Biden
343,"2022-02-17",first_touch,2.0,Kylie Jenner
343,"2022-04-04",deal,2.0,Kylie Jenner
344,"2022-03-30",first_touch,2.0,Kylie Jenner
345,"2021-08-18",first_touch,3.0,Joe Biden
346,"2021-10-08",first_touch,2.0,Kylie Jenner
347,"2021-12-05",first_touch,2.0,Kylie Jenner
348,"2021-12-09",first_touch,3.0,Joe Biden
349,"2021-11-20",first_touch,2.0,Kylie Jenner
350,"2022-05-22",first_touch,2.0,Kylie Jenner
351,"2022-04-26",first_touch,3.0,Joe Biden
352,"2022-05-26",first_touch,1.0,Justin Beiber
353,"2022-05-10",first_touch,1.0,Justin Beiber
354,"2022-02-25",first_touch,1.0,Justin Beiber
355,"2021-12-22",first_touch,3.0,Joe Biden
356,"2022-06-02",first_touch,3.0,Joe Biden
357,"2021-07-13",first_touch,3.0,Joe Biden
358,"2022-03-24",first_touch,1.0,Justin Beiber
359,"2021-11-24",first_touch,3.0,Joe Biden
360,"2022-01-11",first_touch,2.0,Kylie Jenner
361,"2021-07-31",first_touch,3.0,Joe Biden
362,"2021-07-02",first_touch,3.0,Joe Biden
363,"2022-05-19",first_touch,2.0,Kylie Jenner
364,"2022-02-15",first_touch,2.0,Kylie Jenner
365,"2022-04-29",first_touch,1.0,Justin Beiber
366,"2022-01-30",first_touch,1.0,Justin Beiber
367,"2021-07-17",first_touch,3.0,Joe Biden
368,"2022-02-12",first_touch,2.0,Kylie Jenner
369,"2022-02-21",first_touch,3.0,Joe Biden
370,"2022-01-03",first_touch,2.0,Kylie Jenner
371,"2022-04-06",first_touch,1.0,Justin Beiber
372,"2022-04-08",first_touch,2.0,Kylie Jenner
373,"2022-04-21",first_touch,1.0,Justin Beiber
374,"2021-09-16",first_touch,2.0,Kylie Jenner
375,"2022-04-24",first_touch,2.0,Kylie Jenner
376,"2021-09-06",first_touch,3.0,Joe Biden
377,"2022-03-28",first_touch,2.0,Kylie Jenner
378,"2022-05-10",first_touch,3.0,Joe Biden
379,"2022-05-15",first_touch,2.0,Kylie Jenner
380,"2021-07-25",first_touch,3.0,Joe Biden
381,"2022-04-02",first_touch,1.0,Justin Beiber
382,"2021-09-05",first_touch,3.0,Joe Biden
383,"2021-09-26",first_touch,3.0,Joe Biden
384,"2021-11-23",first_touch,3.0,Joe Biden
385,"2022-03-12",first_touch,2.0,Kylie Jenner
386,"2022-03-06",first_touch,3.0,Joe Biden
387,"2022-03-12",first_touch,1.0,Justin Beiber
388,"2022-04-23",first_touch,1.0,Justin Beiber
389,"2022-05-21",first_touch,2.0,Kylie Jenner
390,"2022-05-22",first_touch,1.0,Justin Beiber
391,"2022-03-28",first_touch,1.0,Justin Beiber
392,"2022-03-27",first_touch,1.0,Justin Beiber
393,"2021-11-07",first_touch,3.0,Joe Biden
394,"2021-09-24",first_touch,3.0,Joe Biden
395,"2021-11-11",first_touch,3.0,Joe Biden
396,"2022-04-30",first_touch,2.0,Kylie Jenner
397,"2022-01-22",first_touch,1.0,Justin Beiber
398,"2022-05-03",first_touch,3.0,Joe Biden
399,"2021-06-05",first_touch,3.0,Joe Biden
400,"2022-02-12",first_touch,2.0,Kylie Jenner
401,"2022-04-18",first_touch,1.0,Justin Beiber
402,"2022-05-27",first_touch,2.0,Kylie Jenner
403,"2021-09-12",first_touch,3.0,Joe Biden
404,"2022-03-28",first_touch,3.0,Joe Biden
405,"2022-05-09",first_touch,1.0,Justin Beiber
406,"2022-01-27",first_touch,3.0,Joe Biden
407,"2021-08-20",first_touch,3.0,Joe Biden
408,"2022-04-20",first_touch,2.0,Kylie Jenner
409,"2022-04-29",first_touch,2.0,Kylie Jenner
410,"2022-01-29",first_touch,3.0,Joe Biden
411,"2022-04-17",first_touch,3.0,Joe Biden
412,"2022-05-08",first_touch,2.0,Kylie Jenner
413,"2021-11-28",first_touch,2.0,Kylie Jenner
414,"2022-05-28",first_touch,2.0,Kylie Jenner
415,"2021-07-03",first_touch,3.0,Joe Biden
416,"2022-02-28",first_touch,3.0,Joe Biden
417,"2021-12-07",first_touch,2.0,Kylie Jenner
418,"2021-09-15",first_touch,3.0,Joe Biden
419,"2021-06-02",first_touch,3.0,Joe Biden
420,"2021-11-14",first_touch,3.0,Joe Biden
421,"2022-03-28",first_touch,1.0,Justin Beiber
422,"2022-03-22",first_touch,1.0,Justin Beiber
423,"2022-03-10",first_touch,1.0,Justin Beiber
424,"2021-09-28",first_touch,3.0,Joe Biden
425,"2022-04-29",first_touch,2.0,Kylie Jenner
426,"2021-07-16",first_touch,3.0,Joe Biden
427,"2022-05-07",first_touch,1.0,Justin Beiber
428,"2022-02-13",first_touch,3.0,Joe Biden
429,"2022-03-31",first_touch,2.0,Kylie Jenner
430,"2022-05-17",first_touch,1.0,Justin Beiber
430,"2022-04-12",deal,1.0,Justin Beiber
431,"2022-04-22",first_touch,1.0,Justin Beiber
432,"2022-04-08",first_touch,3.0,Joe Biden
433,"2022-02-13",first_touch,1.0,Justin Beiber
434,"2022-03-05",first_touch,3.0,Joe Biden
435,"2022-04-27",first_touch,1.0,Justin Beiber
435,"2021-09-07",deal,3.0,Joe Biden
436,"2022-01-01",first_touch,2.0,Kylie Jenner
437,"2021-12-13",first_touch,2.0,Kylie Jenner
438,"2022-05-25",first_touch,2.0,Kylie Jenner
439,"2022-03-27",first_touch,2.0,Kylie Jenner
440,"2022-02-26",first_touch,3.0,Joe Biden
440,"2022-03-21",deal,2.0,Kylie Jenner
441,"2021-05-24",first_touch,3.0,Joe Biden
442,"2022-04-20",first_touch,1.0,Justin Beiber
443,"2021-11-30",first_touch,3.0,Joe Biden
444,"2022-02-23",first_touch,1.0,Justin Beiber
445,"2022-02-15",first_touch,3.0,Joe Biden
446,"2022-05-12",first_touch,3.0,Joe Biden
447,"2022-05-09",first_touch,2.0,Kylie Jenner
448,"2021-12-28",first_touch,3.0,Joe Biden
449,"2022-04-08",first_touch,2.0,Kylie Jenner
450,"2022-02-18",first_touch,3.0,Joe Biden
451,"2022-01-10",first_touch,1.0,Justin Beiber
452,"2022-04-22",first_touch,1.0,Justin Beiber
453,"2022-02-06",first_touch,1.0,Justin Beiber
454,"2022-01-11",first_touch,2.0,Kylie Jenner
455,"2022-04-22",first_touch,2.0,Kylie Jenner
456,"2021-11-09",first_touch,3.0,Joe Biden
457,"2022-05-04",first_touch,1.0,Justin Beiber
458,"2022-01-14",first_touch,2.0,Kylie Jenner
459,"2021-10-25",first_touch,3.0,Joe Biden
460,"2022-06-03",first_touch,2.0,Kylie Jenner
461,"2022-01-20",first_touch,1.0,Justin Beiber
462,"2022-01-20",first_touch,3.0,Joe Biden
463,"2021-11-26",first_touch,2.0,Kylie Jenner
464,"2022-04-17",first_touch,3.0,Joe Biden
465,"2022-02-23",first_touch,2.0,Kylie Jenner
466,"2022-03-03",first_touch,1.0,Justin Beiber
467,"2022-03-28",first_touch,1.0,Justin Beiber
467,"2022-05-27",deal,1.0,Justin Beiber
468,"2021-10-17",first_touch,3.0,Joe Biden
468,"2022-05-28",deal,1.0,Justin Beiber
469,"2022-05-15",first_touch,3.0,Joe Biden
470,"2022-04-06",first_touch,2.0,Kylie Jenner
471,"2022-05-04",first_touch,1.0,Justin Beiber
472,"2022-03-04",first_touch,1.0,Justin Beiber
473,"2022-05-14",first_touch,3.0,Joe Biden
474,"2022-02-06",first_touch,1.0,Justin Beiber
475,"2022-01-26",first_touch,3.0,Joe Biden
476,"2022-01-19",first_touch,1.0,Justin Beiber
477,"2021-08-28",first_touch,3.0,Joe Biden
478,"2022-03-05",first_touch,1.0,Justin Beiber
479,"2022-02-04",first_touch,1.0,Justin Beiber
480,"2022-02-01",first_touch,1.0,Justin Beiber
481,"2021-09-26",first_touch,3.0,Joe Biden
482,"2021-10-16",first_touch,2.0,Kylie Jenner
483,"2022-02-09",first_touch,1.0,Justin Beiber
484,"2022-03-02",first_touch,3.0,Joe Biden
485,"2022-02-05",first_touch,3.0,Joe Biden
486,"2021-07-26",first_touch,3.0,Joe Biden
487,"2021-10-29",first_touch,2.0,Kylie Jenner
488,"2022-03-27",first_touch,1.0,Justin Beiber
489,"2021-10-13",first_touch,2.0,Kylie Jenner
490,"2022-05-02",first_touch,1.0,Justin Beiber
491,"2021-12-20",first_touch,2.0,Kylie Jenner
492,"2022-03-07",first_touch,3.0,Joe Biden
